,link,title,recall_info,date,company,issue,audiences,category,audience_2,recall_class
170,https://recalls-rappels.canada.ca/en/alert-recall/mahruse-brand-halva-black-seeds-recalled-due-salmonella,Mahruse brand Halva with Black Seeds recalled due to Salmonella,1991166 Ontario Inc. is recalling Mahruse brand Halva with Black Seeds from the marketplace due to possible Salmonella contamination. The recalled product has been sold in Ontario and may have been distributed in other provinces and territories.,2022-01-18,Mahruse,Food - Microbial Contamination - Salmonella,"Food - Candy, confectionary, snacks and sweeteners",General public,Class 2,
171,https://recalls-rappels.canada.ca/en/alert-recall/certain-tiger-nuts-recalled-due-possible-salmonella-contamination-rodent-infestation,Certain Tiger Nuts recalled due to possible Salmonella contamination from rodent infestation,African Foodways Market is recalling certain re-packaged Tiger Nuts from the marketplace due to possible Salmonella contamination from rodent infestation. The recalled product has been sold in Manitoba.,2022-01-17,Food - Microbial Contamination - Salmonella,Various Food Products recalled due to possible Salmonella contamination from rodent infestation,Food - Other,General public,Class 2,
172,https://recalls-rappels.canada.ca/en/alert-recall/mahruse-brand-tahini-extra-sesame-seed-paste-recalled-due-salmonella,Mahruse brand Tahini Extra Sesame Seed Paste recalled due to Salmonella,Mahruse brand Tahini Extra Sesame Seed Paste recalled due to Salmonella. The recalled product has been sold in Ontario.,2022-01-16,Mahruse,Food - Microbial Contamination - Salmonella,Warehouse,"Food - Nuts, grains, and seeds",Warehouse,Class 2
173,https://recalls-rappels.canada.ca/en/alert-recall/various-food-products-recalled-due-possible-salmonella-contamination-rodent-0,Various Food Products recalled due to possible Salmonella contamination from rodent infestation,"Bistak Enterprises Inc. and Bistak Groceries Inc. are recalling various products from the marketplace due to possible Salmonella contamination from rodent infestation. The recalled products have been sold in Alberta and Ontario, and may have been…",2022-01-14,Various,Food - Microbial Contamination - Salmonella,Various Food Products recalled due to possible Salmonella contamination from rodent infestation,Food - Other,General public,Class 2
177,https://recalls-rappels.canada.ca/en/alert-recall/mm-food-market-brand-cauliflower-gratin-recalled-due-undeclared-mustard,M&M Food Market brand Cauliflower Gratin recalled due to undeclared mustard,M&M Food Market brand Cauliflower Gratin recalled due to undeclared mustard. The recalled product has been sold nationally.,2022-01-13,M&M Food Market,Food - Allergen - Mustard,Retail,Food - Multiple food items,Retail,Class 3
178,https://recalls-rappels.canada.ca/en/alert-recall/aoun-brand-tahineh-recalled-due-salmonella-1,Aoun brand Tahineh recalled due to Salmonella,"Phoenicia Group Inc. is recalling Aoun brand Tahineh from the marketplace due to possible Salmonella contamination. The recalled product has been sold in Alberta, Ontario, and Quebec and may have been distributed in other provinces and territories.",2022-01-11,Aoun,Food - Microbial Contamination - Salmonella,Aoun brand Tahineh recalled due to Salmonella,"Food - Nuts, grains, and seeds",General public,Class 2
187,https://recalls-rappels.canada.ca/en/alert-recall/king-ranch-casserole-recalled-due-salmonella,King Ranch Casserole recalled due to Salmonella,"Doughgirls Baking Inc. (dba, Doughgirls Comfort Kitchen & Bakeshop) is recalling King Ranch Casserole from the marketplace due to possible Salmonella contamination. The recalled products have been sold at Doughgirls Comfort Kitchen & Bakeshop…",2022-01-11,Food - Microbial Contamination - Salmonella,Food - Multiple food items,General public,Class 1,,
188,https://recalls-rappels.canada.ca/en/alert-recall/moncton-fish-market-brand-stimpson-s-surf-clams-recalled-due-potential-presence,"Moncton Fish Market brand ""La"" Stimpson's Surf Clams recalled due to potential presence of dangerous bacteria","Moncton Fish Market Ltd. is recalling Moncton Fish Market brand ""La"" Stimpson's Surf Clams that have been sold unrefrigerated from the marketplace because the product may permit the growth of Clostridium botulinum. The recalled product has been sold…",2022-01-10,Moncton Fish Market,Food - Microbial Contamination - Clostridium botulinum,Moncton Fish Market brand Bar Clams recalled due to potential presence of dangerous bacteria,Food - Fish and seafood - Processed,General public,Class 1
189,https://recalls-rappels.canada.ca/en/alert-recall/certain-dole-and-president-s-choice-brand-salad-products-recalled-due-listeria,Certain Dole and President's Choice brand salad products recalled due to Listeria monocytogenes,Dole Canada Company is recalling certain Dole and President's Choice brand salad products from the marketplace due to possible Listeria monocytogenes contamination. The recalled products have been sold nationally.,2022-01-07,Dole,Food - Microbial Contamination - Listeria,Food - Fruits and vegetables - Fresh,General public,Class 1,
190,https://recalls-rappels.canada.ca/en/alert-recall/nourishment-meals-brand-pulled-chicken-rice-burritos-recalled-due-salmonella,Nourishment Meals brand Pulled Chicken & Rice Burritos recalled due to Salmonella,Nourishment Meals brand Pulled Chicken & Rice Burritos recalled due to Salmonella. The recalled product has been sold in British Columbia.,2022-01-07,Nourishment Meals,Food - Microbial Contamination - Salmonella,Food - Multiple food items,General public,Class 1,
191,https://recalls-rappels.canada.ca/en/alert-recall/selection-brand-quick-fry-hashbrowns-recalled-due-pieces-plastic-0,Selection brand Quick Fry Hashbrowns recalled due to pieces of plastic,Selection brand Quick Fry Hashbrowns recalled due to pieces of plastic. The recalled product has been sold in Quebec and Ontario.,2022-01-07,Selection,Food - Extraneous Material,Retail,Food - Other,Retail,Class 3
192,https://recalls-rappels.canada.ca/en/alert-recall/mahruse-brand-tahini-sesame-seed-paste-recalled-due-salmonella,Mahruse brand Tahini Sesame Seed Paste recalled due to Salmonella,Mahruse brand Tahini Sesame Seed Paste recalled due to Salmonella. The recalled product has been sold in Ontario.,2022-01-06,Mahruse,Food - Microbial Contamination - Salmonella,"Hotels, restaurants and institutions",Food - Other,"Hotels, restaurants and institutions",Class 2
193,https://recalls-rappels.canada.ca/en/alert-recall/certain-save-foods-brand-combo-meals-recalled-due-salmonella,Certain Save on Foods brand combo meals recalled due to Salmonella,"Save-on-Foods is recalling certain Save on Foods brand combo meals from the marketplace due to possible Salmonella contamination. The recalled products have been sold in British Columbia, Alberta, Saskatchewan, Manitoba and Yukon.",2021-12-31,Save on Foods,Food - Microbial Contamination - Salmonella,Food - Multiple food items,General public,Class 1,
194,https://recalls-rappels.canada.ca/en/alert-recall/great-value-brand-pancake-mixes-recalled-due-presence-insects,Great Value brand pancake mixes recalled due to presence of insects,Great Value brand pancake mixes recalled due to presence of insects. The recalled product has been sold nationally.,2021-12-30,Great Value,Food - Extraneous Material,Retail,Food - Other,Retail,Class 3
195,https://recalls-rappels.canada.ca/en/alert-recall/various-prepared-meals-sold-certain-osaka-and-tt-supermarkets-british-columbia,Various prepared meals sold by certain Osaka and T&T Supermarkets in British Columbia recalled due to Salmonella,"T&T Supermarket Inc. is recalling various prepared meals from the marketplace due to possible Salmonella contamination. The recalled products have been sold at the following stores in British Columbia: 
	Osaka Supermarket, 1000-3700 No. 3 Road…",2021-12-24,Food - Microbial Contamination - Salmonella,Food - Multiple food items,General public,Class 1,,
196,https://recalls-rappels.canada.ca/en/alert-recall/moncton-fish-market-brand-bar-clams-recalled-due-potential-presence-dangerous-bacteria,Moncton Fish Market brand Bar Clams recalled due to potential presence of dangerous bacteria,Moncton Fish Market Ltd. is recalling Moncton Fish Market brand Bar Clams that have been sold unrefrigerated from the marketplace because the product may permit the growth of Clostridium botulinum. The recalled product has been sold at Moncton Fish…,2021-12-23,Moncton Fish Market,Food - Microbial Contamination - Clostridium botulinum,Food - Fish and seafood - Processed,General public,Class 1,
197,https://recalls-rappels.canada.ca/en/alert-recall/certain-fresh-express-brand-salad-products-recalled-due-listeria-monocytogenes,Certain Fresh Express brand salad products recalled due to Listeria monocytogenes,"The food recall warning issued on December 21, 2021 has been has been amended to correctly identify the package size for one of the affected products. The correction for this product is marked by an asterisk (*). Fresh Express Incorporated is…",2021-12-22,Fresh Express,Food - Microbial Contamination - Listeria,Food - Fruits and vegetables - Fresh,General public,Class 1,2021-12-22: Amended to correctly identify the package size for Fresh Express brand Chopped Kit Sunflower Crisp
198,https://recalls-rappels.canada.ca/en/alert-recall/tandoori-oven-brand-chicken-kebab-recalled-due-misleading-allergen-information,Tandoori Oven brand Chicken Kebab recalled due to misleading allergen information,Tandoori Oven brand chicken kebab recalled due to misleading allergen information. The recalled product has been sold in Ontario.,2021-12-21,Tandoori Oven,Food - Allergen - Gluten,Retail,Food - Meat and poultry - Processed,Retail,Class 3
199,https://recalls-rappels.canada.ca/en/alert-recall/dream-pops-brand-bites-recalled-due-undeclared-milk,Dream Pops brand Bites recalled due to undeclared milk,Industry is recalling Dream Pops brand Bites from the marketplace because they may contain milk which is not declared on the label. The recalled products have been sold nationally.,2021-12-19,Dream Pops,Food - Allergen - Milk,Dream Pops brand Bites recalled due to undeclared milk,"Food - Candy, confectionary, snacks and sweeteners",General public,Class 1
203,https://recalls-rappels.canada.ca/en/alert-recall/fraser-valley-meats-brand-whole-kernel-corn-frozen-recalled-due-salmonella,Fraser Valley Meats brand Whole Kernel Corn (frozen) recalled due to Salmonella,Fraser Valley Meats is recalling Fraser Valley Meats brand Whole Kernel Corn (frozen) from the marketplace due to possible Salmonella contamination. The recalled product has been sold in British Columbia.,2021-12-18,Fraser Valley Meats,Food - Microbial Contamination - Salmonella,Alasko brand IQF (Individually Quick Frozen) whole kernel corn recalled due to Salmonella ,Food - Fruits and vegetables - Frozen,General public,Class 2
204,https://recalls-rappels.canada.ca/en/alert-recall/sera-brand-kabak-dolmasi-recalled-due-undeclared-cashew,Sera brand Kabak Dolmasi recalled due to undeclared Cashew,"Les Entreprises Amira is recalling Sera brand Kabak Dolmasi from the marketplace because it contains cashews which are not declared on the label. The recalled product has been sold in Quebec, Ontario, Saskatchewan, Alberta and British Columbia and may…",2021-12-17,Sera,Food - Allergen - Tree nut,Food - Multiple food items,General public,Class 1,
205,https://recalls-rappels.canada.ca/en/alert-recall/certain-goodfood-brand-pesto-radiatore-recalled-due-undeclared-cashew,Certain Goodfood brand Pesto Radiatore recalled due to undeclared cashew,"Goodfood Market Corp. is recalling certain Goodfood brand Pesto Radiatore from the marketplace because it contains cashew which is not declared on the label. The recalled products have been sold in British Columbia, Alberta, Saskatchewan, Manitoba,…",2021-12-17,Goodfood,Food - Allergen - Tree nut,Food - Multiple food items,General public,,
206,https://recalls-rappels.canada.ca/en/alert-recall/great-value-brand-buttermilk-pancake-waffle-mix-complete-recalled-due-presence-insects,Great Value brand Buttermilk Pancake & Waffle Mix Complete recalled due to presence of insects,Great Value brand Buttermilk Pancake & Waffle Mix Complete recalled due to presence of insects. The recalled product has been sold nationally.,2021-12-15,Great Value,Food - Extraneous Material,Retail,Food - Other,Retail,Class 3
207,https://recalls-rappels.canada.ca/en/alert-recall/alasko-brand-iqf-individually-quick-frozen-whole-kernel-corn-recalled-due-salmonella,Alasko brand IQF (Individually Quick Frozen) whole kernel corn recalled due to Salmonella,"New Alasko Limited Partnership is recalling Alasko brand IQF whole kernel corn from the marketplace due to possible Salmonella contamination. The recalled product has been sold in British Columbia, Alberta and Manitoba and may have been distributed in…",2021-12-14,Alasko,Food - Microbial Contamination - Salmonella,"Hotels, restaurants and institutions",Alasko brand IQF (Individually Quick Frozen) whole kernel corn recalled due to Salmonella,Food - Fruits and vegetables - Frozen,"Hotels, restaurants and institutions"
209,https://recalls-rappels.canada.ca/en/alert-recall/soleil-du-sud-brand-wild-argentina-shrimps-recalled-due-undeclared-sulphites,Le Soleil du Sud brand Wild Argentina Shrimps recalled due to undeclared sulphites,Le Soleil du Sud brand Wild Argentina Shrimps recalled due to undeclared sulphites. The recalled product was sold in Quebec.,2021-12-14,Le Soleil du Sud,Food - Allergen - Sulphites,Retail,Food - Fish and seafood - Frozen,Retail,Class 2
210,https://recalls-rappels.canada.ca/en/alert-recall/taylor-farms-brand-maple-bourbon-chopped-kit-salad-recalled-due-salmonella,Taylor Farms brand Maple Bourbon Chopped Kit (salad) recalled due to Salmonella,"Taylor Fresh Foods Inc. is recalling Taylor Farms brand Maple Bourbon Chopped Kit (salad) from the marketplace due to possible Salmonella contamination. The recalled product has been sold in British Columbia, Alberta, Saskatchewan, Manitoba, and…",2021-12-13,Taylor Farms,Food - Microbial Contamination - Salmonella,Food - Fruits and vegetables - Fresh,General public,Class 2,
211,https://recalls-rappels.canada.ca/en/alert-recall/great-value-and-belmont-meats-brand-chicken-burgers-recalled-due-undeclared-egg,Great Value and Belmont Meats brand Chicken Burgers recalled due to undeclared egg,Belmont Meat Products Ltd. is recalling Great Value brand and Belmont Meats brand Chicken Burgers from the marketplace because they may contain egg which is not declared on the label. The recalled products have been sold nationally.,2021-12-10,Great Value,Food - Allergen - Egg,Food - Meat and poultry - Frozen,General public,Class 1,
212,https://recalls-rappels.canada.ca/en/alert-recall/brooklyn-born-chocolate-brand-keto-dark-chocolate-salted-almonds-recalled-due-presence,Brooklyn Born Chocolate brand Keto Dark Chocolate Salted Almonds recalled due to presence of insects,"Brooklyn Born Chocolate brand Keto Dark Chocolate Salted Almonds recalled due to presence of insects. The recalled products have been sold in Ontario, Quebec and Nova Scotia.",2021-12-10,Brooklyn Born Chocolate,Food - Extraneous Material,Retail,"Food - Candy, confectionary, snacks and sweeteners",Retail,Class 3
213,https://recalls-rappels.canada.ca/en/alert-recall/dunya-brand-sliced-turnip-recalled-due-undeclared-sulphites,Dunya brand Sliced Turnip recalled due to undeclared sulphites,Dunya brand Sliced Turnip recalled due to undeclared sulphites. The recalled product was sold in Quebec.,2021-12-09,Dunya,Food - Allergen - Sulphites,Retail,Food - Fruits and vegetables - Canned,Retail,Class 2
214,https://recalls-rappels.canada.ca/en/alert-recall/pegah-brand-mix-nut-baklava-recalled-due-undeclared-cashew,Pegah brand Mix Nut Baklava recalled due to undeclared cashew,Pegah brand Mix Nut Baklava recalled due to undeclared cashew,2021-12-06,Pegah,Food - Allergen - Tree nut,Retail,"Food - Candy, confectionary, snacks and sweeteners",Retail,Class 2
215,https://recalls-rappels.canada.ca/en/alert-recall/twinkle-baker-decor-brand-frosting-tubes-and-icing-gels-recalled-due-improperly,Twinkle Baker Décor brand frosting tubes and icing gels recalled due to improperly declared milk,"Twinkle Baker Décor brand frosting tubes and icing gels recalled due to improperly declared milk.
The recalled products were sold in Alberta, British Columbia, Manitoba, Ontario, and Saskatchewan.",2021-12-06,Food - Allergen - Milk,Retail,"Food - Candy, confectionary, snacks and sweeteners",Retail,Class 2,
216,https://recalls-rappels.canada.ca/en/alert-recall/great-value-brand-chicken-burgers-recalled-due-undeclared-egg,Great Value brand Chicken Burgers recalled due to undeclared egg,"Belmont Meat Products Ltd. is recalling Great Value brand Chicken Burgers from the marketplace because they may contain egg which is not declared on the label.
The recalled product has been sold nationally.",2021-12-03,Great Value,Food - Allergen - Egg,Food - Meat and poultry - Frozen,General public,Class 1,
217,https://recalls-rappels.canada.ca/en/alert-recall/fromage-bellelay-brand-tete-moine-firm-ripened-cheese-recalled-due-staphylococcus,Fromage de Bellelay brand Tête de Moine (Firm Ripened Cheese) recalled due to Staphylococcus aureus,"Fromage de Bellelay brand Tête de Moine (Firm Ripened Cheese) recalled due to Staphylococcus aureus. The recalled product has been sold in Quebec, Ontario, Alberta and British Columbia.",2021-12-02,Fromage de Bellelay,Food - Microbial Contamination - Staphylococcus aureus,Retail,Food - Dairy,Retail,Class 2
218,https://recalls-rappels.canada.ca/en/alert-recall/great-lakes-goat-dairy-brand-herb-garlic-goat-cheese-and-aged-cheddar-goat-cheese,Great Lakes Goat Dairy brand Herb & Garlic Goat Cheese and Aged Cheddar Goat Cheese recalled due to Listeria monocytogenes,Great Lakes Goat Dairy is recalling Great Lakes Goat Dairy brand Herb & Garlic Goat Cheese and Aged Cheddar Goat Cheese from the marketplace due to possible Listeria monocytogenes contamination. The recalled products have been sold in Ontario.,2021-11-30,Great Lakes Goat Dairy,Food - Microbial Contamination - Listeria,Food - Dairy,General public,Class 1,
219,https://recalls-rappels.canada.ca/en/alert-recall/one-tang-brand-sweet-apricot-kernels-may-cause-cyanide-poisoning,One Tang brand Sweet Apricot Kernels may cause cyanide poisoning,"Sungiven Foods Canada Inc. is recalling One Tang brand Sweet Apricot Kernels from the marketplace due to the presence of amygdalin, a natural toxin. The recalled product has been sold in British Columbia.",2021-11-29,One Tang,Food - Chemical,"Food - Nuts, grains, and seeds",General public,Class 1,
220,https://recalls-rappels.canada.ca/en/alert-recall/consumption-one-tang-brand-bitter-apricot-kernel-may-cause-cyanide-poisoning,Consumption of One Tang brand Bitter Apricot Kernel may cause cyanide poisoning,Sungiven Foods Canada Inc. is recalling One Tang brand Bitter Apricot Kernel from the marketplace due to natural toxin amygdalin. The recalled product has been sold in British Columbia.,2021-11-26,One Tang,Food - Chemical,"Food - Nuts, grains, and seeds",General public,Class 1,
221,https://recalls-rappels.canada.ca/en/alert-recall/jongilpoom-brand-enoki-mushroom-recalled-due-listeria-monocytogenes-5,Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes,"Covic International Trading Inc. is recalling Jongilpoom brand Enoki Mushroom from the marketplace due to possible Listeria monocytogenes contamination. The recalled product has been sold in British Columbia, Alberta, Saskatchewan, and Manitoba, and…",2021-11-25,Jongilpoom,Food - Microbial Contamination - Listeria,  Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes ,Food - Fruits and vegetables - Fresh,General public,Class 1
233,https://recalls-rappels.canada.ca/en/alert-recall/certain-fish-cake-products-recalled-due-undeclared-egg,Certain fish cake products recalled due to undeclared egg,Flying Fish Trading Inc. is recalling certain fish cake products from the marketplace because they contain egg which is not declared on the label. The recalled products have been sold in British Columbia and may have been distributed in other…,2021-11-24,None – Korean characters only,Food - Allergen - Egg,Food - Fish and seafood - Processed,General public,Class 1,
234,https://recalls-rappels.canada.ca/en/alert-recall/org-hulled-sesame-seeds-recalled-due-salmonella,Org hulled sesame seeds recalled due to Salmonella,Nature's Pantry is recalling Org hulled sesame seeds from the marketplace due to possible Salmonella contamination. The recalled product has been sold as indicated in the table.,2021-11-24,Food - Microbial Contamination - Salmonella,"Food - Nuts, grains, and seeds",General public,Class 2,,
235,https://recalls-rappels.canada.ca/en/alert-recall/alburj-brand-halawa-pistachio-extra-recalled-due-salmonella,AlBurj brand Halawa Pistachio Extra recalled due to Salmonella,Fandi Import Export Ltd. is recalling AlBurj brand Halawa Pistachio Extra from the marketplace due to possible Salmonella contamination. The recalled products have been sold in Alberta.,2021-11-20,AlBurj,Food - Microbial Contamination - Salmonella,"Food - Nuts, grains, and seeds",General public,Class 2,
236,https://recalls-rappels.canada.ca/en/alert-recall/certain-sesame-seed-containing-products-recalled-due-salmonella,Certain sesame seed-containing products recalled due to Salmonella,Industry is recalling certain sesame seed-containing products from the marketplace due to possible Salmonella contamination. The recalled products have been sold as indicated in the table.,2021-11-20,Going Nuts,Food - Microbial Contamination - Salmonella,"Food - Nuts, grains, and seeds",General public,Class 2,
237,https://recalls-rappels.canada.ca/en/alert-recall/elan-brand-organic-sesame-whole-seeds-recalled-due-salmonella,Elan brand Organic sesame whole seeds recalled due to Salmonella,"Tootsi Impex Inc is recalling Elan brand Organic sesame whole seeds from the marketplace due to possible Salmonella contamination. The recalled product has been sold in Alberta, British Columbia, New Brunswick, Newfoundland and Labrador, Nova Scotia,…",2021-11-19,Elan,Food - Microbial Contamination - Salmonella,"Food - Nuts, grains, and seeds",General public,Class 2,
238,https://recalls-rappels.canada.ca/en/alert-recall/country-time-brand-original-lemonade-fruit-juice-substitute-drink-mix-and-tang-brand,Country Time brand Original Lemonade Fruit Juice Substitute Drink Mix and Tang brand Orange Flavour Crystals recalled due to possible presence of glass,Kraft Heinz Canada is recalling Country Time brand Original Lemonade Fruit Juice Substitute Drink Mix and Tang brand Orange Flavour Crystals from the marketplace due to the possible presence of glass. The recalled products have been sold nationally…,2021-11-19,Country Time,Food - Extraneous Material,Food - Beverages - Non-alcoholic,General public,Class 1,
239,https://recalls-rappels.canada.ca/en/alert-recall/alburj-brand-and-algota-brand-tahinatahini-and-halawahalvah-recalled-due-salmonella,AlBurj brand and Algota brand tahina/tahini and halawa/halvah recalled due to Salmonella,"Basha Foods International is recalling AlBurj brand and Algota brand tahina/tahini and halawa/halvah from the marketplace due to possible Salmonella contamination. The recalled products have been sold from Basha Foods International, 2717 Sunridge Way…",2021-11-19,AlBurj,Food - Microbial Contamination - Salmonella,"Food - Nuts, grains, and seeds",General public,Class 2,
240,https://recalls-rappels.canada.ca/en/alert-recall/nupak-brand-soup-mix-recalled-due-presence-insects,Nupak brand Soup Mix recalled due to presence of insects,Nupak brad Soup Mix recalled due to presence of insects. The recalled product has been sold nationally.,2021-11-19,Nupak,Food - Extraneous Material,Retail,Food - Other,Retail,Class 3
241,https://recalls-rappels.canada.ca/en/alert-recall/going-nuts-brand-organic-white-sesame-seeds-recalled-due-salmonella,Going Nuts brand Organic white sesame seeds recalled due to Salmonella,Going Nuts Inc. is recalling Going Nuts brand Organic white sesame seeds from the marketplace due to possible Salmonella contamination. The recalled product has been sold in Alberta and online.,2021-11-19,Going Nuts,Food - Microbial Contamination - Salmonella,"Food - Nuts, grains, and seeds",General public,Class 2,
242,https://recalls-rappels.canada.ca/en/alert-recall/organic-sesame-seeds-recalled-due-salmonella,Organic sesame seeds recalled due to Salmonella,"Industry is recalling Organic Sesame Seeds from the marketplace due to possible Salmonella contamination.
The recalled products have been sold in Saskatchewan and Ontario.",2021-11-18,Greenboy Foods,Food - Microbial Contamination - Salmonella,"Food - Nuts, grains, and seeds",General public,Class 2,
243,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-chocolate-raisins-recalled-due-undeclared-peanut,Various brands of Chocolate Raisins recalled due to undeclared peanut,Various brands of Chocolate Raisins recalled due to undeclared peanut. The recalled products have been sold in Quebec and New Brunswick.,2021-11-18,Arachides Dépôt,Food - Allergen - Peanut,Retail,"Food - Candy, confectionary, snacks and sweeteners",Retail,Class 3
244,https://recalls-rappels.canada.ca/en/alert-recall/tootsi-brand-organic-hulled-sesame-seeds-recalled-due-salmonella,Tootsi brand Organic Hulled Sesame Seeds recalled due to Salmonella,"Tootsi brand Organic Hulled Sesame Seeds recalled due to Salmonella. The recalled product has been sold in Ontario, Quebec, Saskatchewan, Nova Scotia and British Colombia.",2021-11-16,Tootsi,Food - Microbial Contamination - Salmonella,Retail,"Food - Nuts, grains, and seeds",Retail,Class 2
245,https://recalls-rappels.canada.ca/en/alert-recall/twinkle-baker-decor-brand-frosting-tubewhitevanilla-recalled-due-improperly-declared,Twinkle Baker Décor brand Frosting Tube/White/Vanilla recalled due to improperly declared milk,"Twinkle Baker Décor brand Frosting Tube/White/Vanilla recalled due to improperly declared milk. The recalled product has been sold in Alberta, British Columbia, Saskatchewan and Ontario.",2021-11-12,Twinkle Baker Décor,Food - Allergen - Milk,Retail,"Food - Candy, confectionary, snacks and sweeteners",Retail,Class 2
246,https://recalls-rappels.canada.ca/en/alert-recall/string-cheese-roll-fish-cake-recalled-due-undeclared-egg,String Cheese Roll Fish Cake recalled due to undeclared egg,"Flying Fish Trading Inc. is recalling String Cheese Roll Fish Cake from the marketplace because it contains egg which is not declared on the label.
The recalled product has been sold in British Columbia and may have been distributed in other provinces…",2021-11-11,None – Korean characters only,Food - Allergen - Egg,Food - Fish and seafood - Processed,General public,Class 1,
247,https://recalls-rappels.canada.ca/en/alert-recall/alburj-brand-tahina-and-halawa-recalled-due-salmonella-0,AlBurj brand Tahina and Halawa recalled due to Salmonella,Jabbour Export/Import Ltd. is recalling AlBurj brand Tahina and Halawa from the marketplace due to possible Salmonella contamination. The recalled products have been sold in Alberta.,2021-11-11,AlBurj,Food - Microbial Contamination - Salmonella,AlBurj brand Tahina and Halawa recalled due to Salmonella,"Food - Candy, confectionary, snacks and sweeteners",General public,Class 2
251,https://recalls-rappels.canada.ca/en/alert-recall/certain-broccoli-seeds-sold-junction-microgreens-recalled-due-salmonella,Certain broccoli seeds sold by Junction Microgreens recalled due to Salmonella,Junction Microfarm (dba Junction Microgreens) is recalling certain broccoli seeds from the marketplace due to possible Salmonella contamination. The recalled product has been sold in Ontario.,2021-11-10,None – sold by Junction Microgreens,Food - Microbial Contamination - Salmonella,Food - Other,General public,Class 2,
252,https://recalls-rappels.canada.ca/en/alert-recall/certain-broadwood-farm-brand-microgreens-recalled-due-salmonella,Certain Broadwood Farm brand microgreens recalled due to Salmonella,Industry is recalling certain Broadwood Farm brand microgreens from the marketplace due to possible Salmonella contamination. The recalled products have been sold in Ontario.,2021-11-09,Broadwood Farm,Food - Microbial Contamination - Salmonella,Food - Other,General public,Class 2,
253,https://recalls-rappels.canada.ca/en/alert-recall/mvp-brand-yellow-onions-recalled-due-salmonella,MVP brand yellow onions recalled due to Salmonella,Industry is recalling MVP brand yellow onions from the marketplace due to possible Salmonella contamination. The recalled products have been sold in Ontario and Quebec and may have been distributed in other provinces and territories. These products…,2021-11-09,MVP,Food - Microbial Contamination - Salmonella,"Dorsey brand, MVP brand, Pier-C brand, and Riga Farms brand Onions, Product of Mexico recalled due to Salmonella",Food - Fruits and vegetables,General public,Class 1
254,https://recalls-rappels.canada.ca/en/alert-recall/arcadia-microgreens-brand-broccoli-microgreens-recalled-due-salmonella,Arcadia Microgreens brand Broccoli Microgreens recalled due to Salmonella,Arcadia Microgreens brand Broccoli Microgreens recalled due to Salmonella. The recalled products were sold in Ontario.,2021-11-09,Arcadia Microgreens,Food - Microbial Contamination - Salmonella,Food - Fruits and vegetables - Fresh,General public,Class 2,
255,https://recalls-rappels.canada.ca/en/alert-recall/daria-brand-burrata-recalled-due-generic-e-coli,La Daria brand Burrata recalled due to generic E. coli,La Daris brand Burrata recalled due to generic E. coli. The recalled product has been sold in Quebec.,2021-11-08,La Daria,Food - Microbial Contamination - E. Coli - non-pathogenic,Retail,Food - Dairy,Retail,Class 2
256,https://recalls-rappels.canada.ca/en/alert-recall/terrafibre-brand-microfarmer-kit-broccoli-recalled-due-salmonella,Terrafibre brand Microfarmer Kit - Broccoli recalled due to Salmonella,"Terrafibre brand Microfarmer Kit - Broccoli recalled due to Salmonella. The recalled product has been sold in British Columbia, Alberta, Saskatchewan and Ontario.",2021-11-08,Terrafibre,Food - Microbial Contamination - Salmonella,Food - Other,General public,Class 2,
257,https://recalls-rappels.canada.ca/en/alert-recall/prairie-microgreens-brand-microgreens-broccoli-recalled-due-salmonella,Prairie Microgreens brand Microgreens - Broccoli recalled due to Salmonella,Prairie Microgreens brand Microgreens - Broccoli recalled due to Salmonella. The recalled product has been sold in Alberta.,2021-11-08,Prairie Microgreens,Food - Microbial Contamination - Salmonella,Food - Other,General public,Class 2,
258,https://recalls-rappels.canada.ca/en/alert-recall/dorsey-brand-mvp-brand-pier-c-brand-and-riga-farms-brand-onions-product-mexico,"Dorsey brand, MVP brand, Pier-C brand, and Riga Farms brand Onions, Product of Mexico recalled due to Salmonella","Industry is recalling Dorsey brand, MVP brand, Pier-C brand, and Riga Farms brand Onions, Product of Mexico from the marketplace due to possible Salmonella contamination. Consumers should not consume the recalled products or foods containing these raw…",2021-11-08,Dorsey,Food - Microbial Contamination - Salmonella,  Goodfood brand Onions recalled due to Salmonella ,Food - Fruits and vegetables - Fresh,General public,Class 1
259,https://recalls-rappels.canada.ca/en/alert-recall/lightlife-smart-ground-brand-original-plant-based-crumbles-recalled-due-pouch,Lightlife Smart Ground brand Original - Plant-Based Crumbles recalled due to pouch integrity defects,Lightlife Smart Ground brand Original - Plant-Based Crumbles recalled due to pouch integrity defects. The recalled product has been sold nationally.,2021-11-05,Lightlife Smart Ground,Food - Other,Retail,Food - Other,Retail,Class 3
260,https://recalls-rappels.canada.ca/en/alert-recall/clover-leaf-brand-cocktail-shrimp-wild-recalled-due-undeclared-egg,Clover Leaf brand Cocktail Shrimp Wild recalled due to undeclared egg,Clover Leaf brand Cocktail Shrimp Wild recalled due to undeclared egg. The recalled product has been sold nationally.,2021-11-05,Clover Leaf,Food - Allergen - Egg,Retail,Food - Fish and seafood - Canned,Retail,Class 2
