,index,title,date,hazard,hazard_type,recall_class,audience,distribution,brand,company,product
1602,2068,Neilson Trutaste Partly Skimmed Microfiltered Milk recalled due to spoilage,2016-01-11,Quality/Spoilage,Other,Class 3,Retail,"Ontario, Quebec",,Saputo Inc.,To spoilage
1603,2070,Tasty brand seafood products recalled due to undeclared egg,2016-01-09,Egg,Allergen,Class 1,Retail,Nationally,Tasty,TFI Foods Ltd.,Seafood products
1604,2071,Remark brand Chicken Curry Pie recalled due to undeclared mustard,2016-01-08,Mustard,Allergen,Class 3,Retail,Ontario,Remark,Scotian Isle Baked Goods,Chicken curry pie
1605,2072,Orino and Orino Gold brand honey recalled due to presence of drug residues,2016-01-08,Drug residues,Chemical,Class 3,Retail,"Alberta, Ontario, Quebec",Orino and Orino Gold,Messara Imports,Honey
1606,2073,Losos brand Fish Salad Neptun contains undeclared wheat,2016-01-08,Wheat,Allergen,Class 1,Retail,"Alberta, Ontario",Losos,Polish Trade Centre,Losos
1607,2074,Ying Xiang brand frozen seafood products recalled due to undeclared egg,2016-01-07,Egg,Allergen,Class 1,Retail,Ontario,Ying Xiang,Ying Xiang Food Inc.,Frozen seafood products
1608,2075,Fried Fish Cake recalled by Seoul Trading Corporation due to undeclared egg,2016-01-05,Egg,Allergen,Class 2,Retail,"Alberta, British Columbia",,Seoul Trading Corporation (BC),To undeclared egg
1609,2076,Tasty brand Shrimp Flavoured Ball recalled due to undeclared egg,2016-01-05,Egg,Allergen,Class 1,Retail,"British Columbia, Manitoba, Nova Scotia, Ontario",Tasty,TFI Foods Ltd.,Shrimp flavoured ball
1610,2077,"Bonavista Foods, Inc. brand Cured Pork Fatback Salt Added recalled",2016-01-05,,Other,Class 3,Hotel/Restaurant/Institutional,Quebec,"Bonavista Foods, Inc.","Bonavista Specialty Foods, Inc.",Cured pork fatback salt added
1611,2079,ARZ Fine Foods brand Ground Cumin recalled due to undeclared wheat,2015-12-31,Wheat,Allergen,Class 3,Retail,"Ontario, Quebec",ARZ Fine Foods,ARZ Group Ltd.,Ground cumin
1612,2081,Fibisco Hi-Ro brand Chocolate Flavored Sandwich Cookies recalled due to undeclared milk,2015-12-30,Milk,Allergen,Class 2,Retail,Ontario,Fibisco Hi-Ro,Shiny Star Canada Ltd.,Chocolate flavored sandwich cookies
1613,2082,Milano brand Giant Lady Finger Biscuits recalled due to mould,2015-12-30,Mould,Microbiological,Class 3,Retail,Nationally,Milano,Jan K Overweel Ltd.,Giant lady finger biscuits
1614,2080,Bingquan brand Ladies' Soy Drink recalled due to undeclared milk,2015-12-30,Milk,Allergen,Class 1,Retail,Ontario,Bingquan,Yu Heng Trading,Ladies' soy drink
1615,2084,PR brand fish products recalled due to undeclared egg,2015-12-24,Egg,Allergen,Class 2,Hotel/Restaurant/Institutional,Ontario,PR,Pearl River Food Co. Ltd.,Fish products
1616,2089,Ho Ho Ho Food Products brand seafood products recalled due to undeclared egg,2015-12-23,Egg,Allergen,Class 1,Retail,Ontario,Ho Ho Ho Food Products,Ho Ho Ho Food products,Seafood products
1617,2086,"Pie Wood Fired Pizza Joint brand pizza products recalled due to undeclared egg, milk and wheat",2015-12-23,"Egg, milk , wheat",Allergen,Class 3,Retail,Ontario,Pie Wood Fired Pizza Joint,Pie Ontario Corp.,Pizza products
1618,2088,Mary's Organic Crackers brand Original Crackers recalled due to pieces of rubber,2015-12-23,Rubber,Extraneous Material,Class 3,Retail,"Nova Scotia, Ontario, Quebec",Mary's Organic Crackers,Costco Wholesale Canada Inc.,Original crackers
1619,2087,Senior Fish - Qi Zhi Wei Food brand Dried Honey Roasted Cod recalled due to undeclared gluten,2015-12-23,Gluten,Allergen,Class 2,Retail,Ontario,Senior Fish - Qi Zhi Wei Food,Kam Wah Resources Co. Ltd.,Dried honey roasted cod
1620,2085,Chicken Veggie Pie and Tourtière recalled due to undeclared milk and soy,2015-12-23,"Milk , soy",Allergen,Class 1,Retail,British Columbia,,Thrifty Kitchens,To undeclared milk and soy
1621,2090,McCain Tasti Taters brand Fried Potatoes recalled due to presence of pieces of rubber,2015-12-22,Rubber,Extraneous Material,Class 2,Retail,Nationally,McCain Tasti Taters,McCain Foods (Canada),Fried potatoes
1622,2091,Ovaltine brand All-in-One Ready Mixed Malt Choco Beverage recalled due to undeclared milk,2015-12-22,Milk,Allergen,Class 3,Retail,Saskatchewan,Ovaltine,C Mart Enterprises Ltd.,All-in-one ready mixed malt choco beverage
1623,2092,No Name brand Popping Corn recalled due to presence of insects,2015-12-22,Insects,Extraneous Material,Class 3,Retail,"Alberta, British Columbia",No Name,Loblaw Companies Limited,Popping corn
1624,2094,Winiary brand Garlic Sauce recalled due to undeclared milk and egg,2015-12-21,"Milk , egg",Allergen,Class 3,Retail,"Alberta, Ontario",Winiary,Kaspol Trading Inc.,Garlic sauce
1625,2095,"Pie Wood Fired Pizza Joint brand Pepperoni Pie recalled due to undeclared milk, mustard, and wheat",2015-12-21,"Milk, mustard, , wheat",Allergen,Class 2,Retail,Ontario,Pie Wood Fired Pizza Joint,Pie Ontario Corp.,Pepperoni pie
1626,2096,Certain Glosette brand Raisins recalled due to undeclared peanut,2015-12-21,Peanut,Allergen,Class 2,Retail,Nationally,Certain Glosette,Hershey Canada Inc.,Raisins
1627,2097,Soyspring brand Ladies' Soybean Drink recalled due to undeclared milk,2015-12-19,Milk,Allergen,Class 1,Retail,Ontario,Soyspring,Choy Foong International Trading Co. Inc.,Ladies' soybean drink
1628,2098,Ding Ho Foods brand seafood products recalled due to undeclared egg,2015-12-19,Egg,Allergen,Class 1,Retail,Ontario,Ding Ho Foods,Ding Ho Foods Inc.,Seafood products
1629,2099,Hai Pa Wang brand Frozen Fish Dumpling with Cuttlefish recalled due to undeclared egg and wheat,2015-12-19,"Egg , wheat",Allergen,Class 1,Retail,Nationally,Hai Pa Wang,Canada Volumes Import/Export Inc.,Frozen fish dumpling with cuttlefish
1630,2100,Certain Bothwell brand shredded cheese products recalled due to Listeria monocytogenes,2015-12-19,Listeria monocytogenes,Microbiological,Class 1,Retail,"Manitoba, Quebec, Saskatchewan",Certain Bothwell,Bothwell Cheese Inc.,Shredded cheese products
1631,2101,Taramosalata products recalled due to undeclared milk and sulphites,2015-12-18,"Milk , sulphites",Allergen,Class 1,Retail,Quebec,,"Épicerie Agora, Fruiterie Dollard, Fruiterie Tsikinis, Fruitical St-Bruno, Fruits du Jour, Intermarché International, Les Délices de la Mer, Marché 4 Coins, Marché Royal Plus, Poissonnerie Sherbrooke, Supermarché Mourelatos Laval, Supermarché Mourelatos St-Jean, Supermarché Mourelatos St-Laurent, Supermarché P.A. (5029 Av. du Parc), Supermarché P.A. (5242 Av. du Parc), Supermarché P.A. (du Fort), Supermarché P.A. (Samson)",To undeclared milk and sulphites
1632,2102,Mom's brand Fiesta Spice Cake recalled due to undeclared walnut,2015-12-18,Walnut,Allergen,Class 2,Retail,"Prince Edward Island, New Brunswick, Nova Scotia, Newfoundland and Labrador",Mom's,McFadgen's Bakery,Fiesta spice cake
1633,2105,Trader Joe's brand Triple Ginger Brew recalled due to bursting bottles,2015-12-16,Bursting bottles,Other,Class 2,Retail,British Columbia,Trader Joe's,Transilvania Trading,Triple ginger brew
1634,2106,Honey recalled by Board's Honey Farm due to presence of nitrofurans,2015-12-15,Nitrofurans,Chemical,Class 3,Retail,Ontario,,Board's Honey Farm,To presence of nitrofurans
1635,2108,Sienna and President's Choice brands bakery products recalled due to mould,2015-12-14,Mould,Microbiological,Class 3,Warehouse,Nationally,Sienna and President's Choice,Ready Bake Foods Inc.,Bakery products
1636,2109,President's Choice brand Ciabatta Multigrain Buns recalled due to mould,2015-12-14,Mould,Microbiological,Class 3,Retail,Quebec,President's Choice,Loblaw Companies Limited,Ciabatta multigrain buns
1637,2110,Aylmer brand Tomato Soup recalled due to container integrity issues,2015-12-14,Container integrity issues,Chemical,Class 3,Retail,Nationally,Aylmer,Baxters Canada Inc.,Tomato soup
1638,2107,Best Value brand Crushed Pineapple in Pineapple Juice recalled due to swollen containers,2015-12-14,"Best value br, crushed pineapple",Chemical,Class 3,Retail,"Alberta, Manitoba, Saskatchewan",Best Value,Calkins & Burke Ltd.,Crushed pineapple in pineapple juice
1639,2111,Bertagni brand Triangoli with Butternut Squash and Sweet Butternut Squash Ravioli recalled due to undeclared almond and cashew,2015-12-11,"Almond , cashew",Allergen,Class 1,Retail,Nationally,Bertagni,"Cheese Boutique, Legacy Distributors Inc., Les importations Papille, Salt Gourmet Foods Inc.",Triangoli with butternut squash and sweet butternut squash ravioli
1640,2112,Ding Ho Foods brand Cuttlefish Balls recalled due to undeclared egg,2015-12-11,Egg,Allergen,Class 2,Retail,Ontario,Ding Ho Foods,Ding Ho Food Inc.,Cuttlefish balls
1641,2113,Marine Food brand Japanese Style Anchovy recalled due to presence of gluten,2015-12-11,Gluten,Allergen,Class 2,Retail,Ontario,Marine Food,Sun Fung Foods (Canada) Inc.,Japanese style anchovy
1642,2114,Hai Pa Wang brand Frozen Fish Dumpling with Cuttlefish recalled due to undeclared egg and gluten,2015-12-11,"Egg , gluten",Allergen,Class 2,Retail,"Alberta, British Columbia, Ontario",Hai Pa Wang,Uncle T Food Ltd.,Frozen fish dumpling with cuttlefish
1643,2119,Salba brand Chia Seeds - Premium Ground recalled due to possible Salmonella contamination,2015-12-09,Salmonella,Microbiological,Class 2,Retail,Nationally,Salba,Everspring Farms Ltd,Chia seeds - premium ground
1644,2120,"Calbee brand ""Snapea Crisps - Harvest Snaps"" recalled due to undeclared milk",2015-12-09,Milk,Allergen,Class 3,Retail,"New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Calbee,Costco Wholesale Canada Inc.,"""snapea crisps - harvest snaps"""
1645,2117,Submarine sandwiches and wraps recalled by Cuisine Karo Inc. due to undercooking,2015-12-09,Undercooking,Microbiological,Class 3,Retail,"Ontario, Quebec",,Cuisine Karo Inc.,To undercooking
1646,2118,Honey recalled by Ridge Wood Honey due to presence of nitrofurans,2015-12-09,Nitrofurans,Chemical,Class 3,Retail,Ontario,,Ridge Wood Honey,To presence of nitrofurans
1647,2116,"Pinty's brand honey & roasted garlic chicken products recalled due to undeclared egg, milk and mustard",2015-12-09,"Egg, milk , mustard",Allergen,Class 3,Retail,Nationally,Pinty's,Pinty's Delicious Foods  Inc.,Honey & roasted garlic chicken products
1648,2115,Kaixin brand Walnut Powder recalled due to undeclared peanut and soy,2015-12-09,"Peanut , soy",Allergen,Class 1,Retail,Ontario,Kaixin,Kam Wah Resources Co. Ltd.,Walnut powder
1649,2121,Ovaltine brand Malted Chocolate Drink Mix recalled due to undeclared milk,2015-12-08,Milk,Allergen,Class 2,Retail,"Alberta, British Columbia, Manitoba, Ontario, Quebec",Ovaltine,Bedessee Import Ltd.,Malted chocolate drink mix
1650,2122,Sysco Imperial brand Meat Variety Pack recalled due to undeclared milk and wheat,2015-12-04,"Milk , wheat",Allergen,Class 1,Hotel/Restaurant/Institutional,Nationally,Sysco Imperial,"--, Maid Rite Company Ltd.",Meat variety pack
1651,2124,PC Organics brand Chickpeas recalled due to presence of insects,2015-12-04,Insects,Extraneous Material,Class 3,Retail,Nationally,PC Organics,Loblaw Companies Limited,Chickpeas
1652,2123,President's Choice brand Butter Chicken Lasagna recalled due to fragments of bone,2015-12-04,Bone,Extraneous Material,Class 2,Retail,Nationally,President's Choice,Loblaw Companies Limited,Butter chicken lasagna
1653,2125,Uncle Bill brand Spicy Crispy Anchovies with Sesame,2015-12-03,,Allergen,Class 3,Retail,Ontario,Uncle Bill,Uncle Bill Trading Inc.,Uncle bill
1654,2126,Andina's brand salsa products recalled due to undeclared wheat,2015-12-03,Wheat,Allergen,Class 3,Retail,Ontario,Andina's,Mixtura Latina Co.,Salsa products
1655,2127,Jem Raw Organic brand nut spreads recalled due to Salmonella,2015-12-03,Salmonella,Microbiological,Class 1,Retail and Hotel/Restaurant/Institutional,Nationally,Jem Raw Organic,"Antony and Sons, Raw Elements Inc.",Nut spreads
1656,2130,Cream of Wheat brand 3 Minutes Original Hot Cereal recalled due to presence of insects,2015-12-02,Insects,Extraneous Material,Class 3,Retail,Ontario,Cream of Wheat,Bedessee Import Ltd.,3 minutes original hot cereal
1657,2129,Bertolli brand olive oil recalled due to spoilage,2015-12-02,Quality/Spoilage,Other,Class 3,Retail,Nationally,Bertolli,Deoleo Canada Ltd.,Olive oil
1658,2128,Great Value brand Popping Corn recalled due to presence of insects,2015-12-02,Insects,Extraneous Material,Class 3,Retail,Nationally,Great Value,Walmart Canada Corp.,Popping corn
1659,2131,Honey recalled by Reg & Doreen Hicks due to presence of nitrofurans,2015-12-01,Nitrofurans,Chemical,Class 3,Retail,Ontario,,Reg & Doreen Hicks,To presence of nitrofurans
1660,2133,"Roch brand Cooked Ham Loaf 39"" recalled due to undercooking",2015-11-27,Undercooking,Microbiological,Class 3,Hotel/Restaurant/Institutional,Quebec,Roch,Les Viandes C.D.S. Inc.,"Cooked ham loaf 39"""
1661,2132,Gelato Fresco brand Toasted Hazelnut Dairy Ice recalled due to undeclared almond,2015-11-27,Almond,Allergen,Class 2,Retail,"Nova Scotia, Ontario",Gelato Fresco,Gelato Fresco,Toasted hazelnut dairy ice
1662,2135,Inverloch Cheeses recalled due to Listeria monocytogenes,2015-11-26,Listeria monocytogenes,Microbiological,Class 1,Retail,Nationally,,Glen Echo Fine Foods,To listeria monocytogenes
1663,2136,Wu Hsing and Chen Chen brand spice products recalled due to presence of gluten,2015-11-26,Gluten,Allergen,Class 2,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan",Wu Hsing and Chen Chen,Stars Trading Co.  Ltd.,Spice products
1664,2137,Amaya brand Coconut Curry Sauce recalled due to undeclared milk,2015-11-26,Milk,Allergen,Class 2,Retail,Nationally,Amaya,Select Food Products Ltd.,Coconut curry sauce
1665,2138,Merilin brand Black pepper powder recalled due to undeclared wheat,2015-11-25,Wheat,Allergen,Class 1,Retail,"Newfoundland and Labrador, Nova Scotia, Ontario, Quebec",Merilin,Merilin International Trading Inc.,Black pepper powder
1666,2139,Ovaltine brand Chocolate Malt Drink Mix and Malted Chocolate Drink Mix recalled due to undeclared milk,2015-11-25,Milk,Allergen,Class 2,Retail,Nationally,Ovaltine,Twining North America Inc,Chocolate malt drink mix and malted chocolate drink mix
1667,2141,Inverloch Cheddar Cheese recalled due to Listeria monocytogenes,2015-11-21,Listeria monocytogenes,Microbiological,Class 1,Retail,Nationally,,Glen Echo Fine Foods,To listeria monocytogenes
1668,2143,PC brand Triangoli Pumpkin Filled Egg Pasta recalled due to undeclared cashew,2015-11-20,Cashew,Allergen,Class 1,Retail,Nationally,PC,Loblaw Companies Limited,Triangoli pumpkin filled egg pasta
1669,2142,Centennial Foodservice brand ground pork recalled due to pieces of plastic,2015-11-20,Plastic,Extraneous Material,Class 3,Hotel/Restaurant/Institutional,"Alberta, British Columbia, Northwest Territories",Centennial Foodservice,Centennial General Partner Inc.,Ground pork
1670,2145,Honey products recalled by Honey & Q Corporation due to nitrofurans,2015-11-20,Nitrofurans,Chemical,Class 3,"Retail, Hotel/Restaurant/Institutional","Ontario, Quebec",,Honey & Q Corporation,To nitrofurans
1671,2147,Wholesome Harvest Baking brand bread products recalled due to mould,2015-11-17,Mould,Microbiological,Class 3,Hotel/Restaurant/Institutional,"New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Wholesome Harvest Baking,Wholesome Harvest Baking Inc.,Bread products
1672,2148,Flour products recalled by ADM Milling Co. due to mould,2015-11-17,Mould,Microbiological,Class 3,"Retail, Hotel/Restaurant/Institutional","Ontario, Quebec",,ADM Milling Co.,To mould
1673,2149,Back 2 the Garden brand and Now Real Food brand sprouted chia seed powder recalled due to possible Salmonella contamination,2015-11-16,Salmonella,Microbiological,Class 2,Retail,Nationally,Back 2 the Garden,Everspring Farms Ltd,And now real food brand sprouted chia seed powder
1674,2150,W. L. Foods First Love brand Wafer Sticks recalled due to undeclared egg,2015-11-13,Egg,Allergen,Class 2,Retail,Ontario,W. L. Foods First Love,Shiny Star Canada Ltd.,Wafer sticks
1675,2153,Conte's brand Gluten Free Cheese Ravioli with Marinara Sauce recalled due to Salmonella,2015-11-13,Salmonella,Microbiological,Class 3,Retail,"New Brunswick, Ontario, Quebec",Conte's,"UNFI Canada, Inc.",Gluten free cheese ravioli with marinara sauce
1676,2151,Irresistibles brand Gluten Free Cheese Ravioli recalled due to Salmonella,2015-11-13,Salmonella,Microbiological,Class 3,Retail,"Ontario, Quebec",Irresistibles,Metro Ontario Inc.,Gluten free cheese ravioli
1677,2152,Wu Hsing brand White Pepper Powder recalled due to presence of gluten,2015-11-13,Gluten,Allergen,Class 2,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan",Wu Hsing,Stars Trading Co.  Ltd.,White pepper powder
1678,2154,Roasted Buckwheat recalled by Zakuson Inc. due to presence of dirt and stones,2015-11-10,"Dirt , stones",Extraneous Material,Class 3,Retail,"Alberta, British Columbia, Ontario, Quebec",,Zakuson Inc.,To presence of dirt and stones
1679,2156,"Mannarich Food, Ocean Chinese Food Products and Parker Lee brand fish and seafood products recalled due to undeclared eggs",2015-11-06,Eggs,Allergen,Class 1,Retail,"Alberta, British Columbia, Newfoundland and Labrador, Ontario, Quebec","Mannarich Food, Ocean Chinese Food Products and Parker Lee",Mannarich Food Inc.,Fish and seafood products
1680,2155,Farmers brand 1% Partly Skimmed Chocolate Milk recalled due to undeclared egg,2015-11-06,Egg,Allergen,Class 1,Retail,"Nova Scotia, Prince Edward Island",Farmers,Agropur Coopérative,1% partly skimmed chocolate milk
1681,2157,"Kirkland Signature brand Quinoa Salad sold from Costco in Ancaster, Ontario recalled due to reported illnesses",2015-11-05,"Kirkl, signature br, quinoa salad sold from costco",Microbiological,Class 2,Retail,Ontario,Kirkland Signature,Costco Wholesale Canada Ltd.,"Quinoa salad sold from costco in ancaster, ontario"
1682,2158,President's Choice brand Ginger Cookie Chips recalled due to undeclared peanut,2015-11-05,Peanut,Allergen,Class 2,Retail,Nationally,President's Choice,Loblaw Companies Limited,Ginger cookie chips
1683,2159,Mediterranean Classics Campagna brand Black Olive Pesto recalled due to undeclared milk,2015-11-04,Milk,Allergen,Class 3,Retail,"Ontario, Quebec",Mediterranean Classics Campagna,Distribution Épicerie C.T.S. Inc.,Black olive pesto
1684,2164,Mediterranean Classics Campagna brand Green Pesto and Red Pesto recalled due to undeclared cashews and milk,2015-11-03,"Cashews , milk",Allergen,Class 3,Retail,"Ontario, Quebec",Mediterranean Classics Campagna,Distribution Épicerie C.T.S. Inc.,Green pesto and red pesto
1685,2162,Cuisine brand curry products recalled due to undeclared allergens,2015-11-03,Allergens,Allergen,Class 3,Retail,"Alberta, British Columbia",Cuisine,T-Brothers Food And Trading Ltd.,Curry products
1686,2161,Back 2 the Garden brand Organic Sprouted Chia Seed Powder recalled due to Salmonella,2015-11-03,Salmonella,Microbiological,Class 2,Retail,Nationally,Back 2 the Garden,Back 2 the Garden Inc.,Organic sprouted chia seed powder
1687,2166,Karibbean Flavours brand Coconut Milk Powder recalled due to undeclared milk,2015-10-30,Milk,Allergen,Class 1,Retail,Nationally,Karibbean Flavours,K.M. Imports Inc.,Coconut milk powder
1688,2165,Stonewall Kitchen brand Cranberry Ginger Dressing recalled due to spoilage,2015-10-30,Quality/Spoilage,Microbiological,Class 3,Retail,"Alberta, British Columbia, Manitoba, New Brunswick, Ontario, Quebec, Newfoundland and Labrador",Stonewall Kitchen,Gourmet Trading Company Ltd.,Cranberry ginger dressing
1689,2167,Mili brand Jasmine Scented Rice recalled due to presence of insects,2015-10-28,Insects,Extraneous Material,Class 3,Retail,Ontario,Mili,Rabba Fine Foods,Jasmine scented rice
1690,2168,Campbell's brand Chunky soups recalled due to container integrity issues,2015-10-28,Container integrity issues,Microbiological,Class 3,Retail,Nationally,Campbell's,Campbell Company of Canada,Chunky soups
1691,2169,Selection brand Popping Corn recalled due to insects,2015-10-27,Insects,Extraneous Material,Class 3,Retail,"Ontario, Quebec",Selection,Metro Ontario Inc.,Popping corn
1692,2170,Spice Sanctuary brand Asafoetida (Hing) - Gluten & Grain Free recalled due to presence of gluten,2015-10-27,Gluten,Allergen,Class 2,Retail,"Alberta, British Columbia, Prince Edward Island, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador, Yukon",Spice Sanctuary,Spice Sanctuary Inc.,Asafoetida (hing) - gluten & grain free
1693,2171,Les Produits Bio-Sphère brand Sprouted Trail 4 Flavours recalled due to Salmonella,2015-10-26,Salmonella,Microbiological,Class 2,Retail,"Ontario, Quebec",Les Produits Bio-Sphère,Les Produits Bio-Sphère,Sprouted trail 4 flavours
1694,2173,Favourites brand mountain trail mix recalled due to undeclared milk,2015-10-24,Milk,Allergen,Class 1,Retail,Nationally,Favourites,"Couche-Tard Inc., Mac's Convenience Stores Inc. (Central), Mac's Convenience Stores Inc. (Western)",Mountain trail mix
1695,2176,Orthodox Coconut Palm or Yeshu brand Coconut Drink recalled due to undeclared milk,2015-10-23,Milk,Allergen,Class 3,Retail,Retail,Orthodox Coconut Palm or Yeshu,"Alberta, British Columbia",Coconut drink
1696,2174,Cantata brand Caramel Macchiato recalled due to undeclared milk,2015-10-23,Milk,Allergen,Class 2,Retail,British Columbia,Cantata,Mobiltech International Inc.,Caramel macchiato
1697,2175,Aurora brand Wildflower Honey recalled due to chloramphenicol,2015-10-23,Chloramphenicol,Chemical,Class 3,Retail,"Alberta, British Columbia, Ontario, Quebec",Aurora,Aurora Importing & Distributing Ltd.,Wildflower honey
1698,2178,Mr. Brown Coffee brand instant coffee recalled due to undeclared milk,2015-10-22,Milk,Allergen,Class 1,Retail,Nationally,Mr. Brown Coffee,Thai Indochine Trading Inc.,Instant coffee
1699,2179,Orthodox Coconut Palm Brand Coconut Juice recalled due to undeclared milk,2015-10-22,Milk,Allergen,Class 1,Retail,Nationally,,LinkGlobal Food Inc.,Coconut juice
1700,2180,Gaston Vachon brand Homestyle Meat Sauce recalled due to potential presence of dangerous bacteria,2015-10-22,Dangerous bacteria,Microbiological,Class 1,Retail,"Ontario, Quebec",Gaston Vachon,Gaston Vachon,Homestyle meat sauce
1701,2177,Imane brand Hot Salami recalled due to underprocessing,2015-10-22,Underprocessing,Microbiological,Class 3,Retail,Quebec,Imane,9136-4802 Québec Inc. (Délices Al-Manar),Hot salami
1702,2181,Valbella Gourmet Foods brand meat products recalled due to undeclared milk,2015-10-21,Milk,Allergen,Class 2,Retail,Alberta,Valbella Gourmet Foods,Valbella Gourmet Foods,Meat products
1703,2182,GoGo squeeZ® brand Apple Grape and Apple Pear pouch products recalled due to mould,2015-10-21,Mould,Microbiological,Class 3,Retail,Nationally,GoGo squeeZ®,Materne Canada Inc.,Apple grape and apple pear pouch products
1704,2183,S&P Santan brand Instant Coconut Cream Powder recalled due to undeclared milk,2015-10-21,Milk,Allergen,Class 2,Retail,"Ontario, Quebec",S&P Santan,Sunmart International Ltd.,Instant coconut cream powder
1705,2184,RAU RĂM (finger mint) and NGÒ GAI (culantro) may be unsafe due to Salmonella,2015-10-20,Salmonella,Microbiological,Class 2,Retail,Ontario,,Canada Herb,To salmonella
1706,2185,Saigon Soul Food brand Saigon Peanut Sauce recalled due to potential presence of dangerous bacteria,2015-10-20,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,Saigon Soul Food,Saigon Soul Food Inc.,Saigon peanut sauce
1707,2186,Coconut Juice recalled due to undeclared milk,2015-10-19,Milk,Allergen,Class 2,Retail,"Manitoba, Ontario",,Kam Wah Resources Co. Ltd.,To undeclared milk
1708,2187,Alpine Fresh brand Snap Peas recalled due to Cyclospora,2015-10-17,Cyclospora,Microbiological,Class 1,Retail,Ontario,Alpine Fresh,Costco Wholesale Canada Inc.,Snap peas
1709,2189,Chamsine Bakery brand Kaak Extra - Long recalled due to undeclared sesame seeds,2015-10-16,Sesame,Allergen,Class 3,Retail,"Alberta, Manitoba, Ontario",Chamsine Bakery,Naz's Falafel House,Kaak extra - long
1710,2188,St. Jorge and Queijo São Jorge raw milk cheese recalled due to a toxin produced by Staphylococcus bacteria,2015-10-16,Staphylococcus aureus,Microbiological,Class 2,Retail,Ontario,,Portuguese Cheese Company Limited,To a toxin produced by staphylococcus bacteria
1711,2190,Something Special and Western Family brand Cranberry Chipotle Spread recalled due to mould,2015-10-15,Mould,Microbiological,Class 3,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan",Something Special and Western Family,Something Special Deli-Foods Ltd.,Cranberry chipotle spread
1712,2191,Gerbe d'or et de blé brand bread products recalled due to undeclared soy,2015-10-14,Soy,Allergen,Class 3,Retail,Quebec,Gerbe d'or et de blé,Boulangerie Normetal Inc.,Bread products
1713,2192,freshKIS brand finger mint recalled due to Salmonella,2015-10-13,Salmonella,Microbiological,Class 2,Retail,Ontario,freshKIS,Kiskadee Ventures Limited,Finger mint
1714,2195,NGÒ ÔM (water mint) recalled due to Salmonella,2015-10-07,Salmonella,Microbiological,Class 2,Retail,"Ontario, Quebec",,Canada Herb,To salmonella
1715,2196,"Various Zeenaz brand Chevdo and Pickle Products recalled due to undeclared peanuts, tree nuts, mustard and sesame",2015-10-07,"Peanuts, tree nuts, mustard , sesame",Allergen,Class 1,Retail,British Columbia,Various Zeenaz,Dindolly Enterprises Ltd.,Chevdo and pickle products
1716,2197,Baskin Robbins brand ice cream products recalled due to presence of extraneous material,2015-10-05,Extraneous material,Extraneous Material,Class 3,"Retail, Hotel/Restaurant/Institutional",Nationally,Baskin Robbins,Dunkin' Brands Canada,Ice cream products
1717,2198,Thornloe brand Cheese Curds recalled due to undeclared mustard,2015-10-02,Mustard,Allergen,Class 1,Retail,Nationally,Thornloe,Thornloe Cheese Factory,Cheese curds
1718,2199,Sandwiches and cheese trays recalled by Sobeys Inc. due to extraneous material (metal),2015-10-02,Metal,Extraneous Material,Class 2,Retail,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",,Sobeys Inc.,To extraneous material (metal)
1719,2200,Mr. Brown Coffee brand instant coffees and Chin Chin brand Almond Jelly recalled due to undeclared milk,2015-10-02,Milk,Allergen,Class 1,Retail,Nationally,Mr. Brown Coffee,"Lordford Inc., Stars Trading Co.  Ltd., Commerce Chi Kuang Inc.",Instant coffees and chin chin brand almond jelly
1720,2201,Wendy's brand Taco Chips recalled due to undeclared milk,2015-10-01,Milk,Allergen,Class 1,Hotel/Restaurant/Institutional,"Ontario, Quebec",Wendy's,Flanagan Foodservice Inc.,Taco chips
1721,2204,Summer Fresh brand 4 Cheese & Crab Dip recalled due to Listeria monocytogenes,2015-09-30,Listeria monocytogenes,Microbiological,Class 1,Retail,Nationally,Summer Fresh,Summer Fresh Salads Inc.,4 cheese & crab dip
1722,2202,Mr. Brown Coffee brand Mandheling Blend Instant Coffee (3 in 1) and Chin Chin brand Almond Jelly recalled due to undeclared milk,2015-09-30,Quality/Spoilage,Allergen,Class 1,Retail,"British Columbia, Manitoba, Nova Scotia, Ontario, Quebec",Mr. Brown Coffee,Thai Indochine Trading Inc.,Mandheling blend instant coffee (3 in 1) and chin chin brand almond jelly
1723,2203,Kim Chau brand meat products recalled due to undeclared wheat,2015-09-30,Wheat,Allergen,Class 1,Retail,British Columbia,Kim Chau,Kim Chau Vietnamese Deli Ltd.,Meat products
1724,2206,Recall of Future Seafoods brand Oysters due to generic E. coli,2015-09-29,E. coli,Microbiological,Class 2,"Retail, Hotel/Restaurant/Institutional",Quebec,Recall of Future Seafoods,Future Seafoods Inc.,To generic e. coli
1725,2208,Newman's Own brand Dressings recalled due to spoilage,2015-09-29,Quality/Spoilage,Microbiological,Class 3,Retail,Nationally,Newman's Own,Select Food Products Ltd.,Dressings
